conversation_id,message,intent,expected_action,first_support_reply,label_source,review_status,notes
conv_2573905,AppleStore was down until 12:10 am. Order thru at 12:17. Shipping time sleeps 2-3 weeks. Siri should place order for me. #iPhoneX https://t.co/FrqWOjGy5W,order_shipping_issue,ESCALATE,@729915 We recommend contacting our Online Sales Support team for information about this. You can reach them from this link: https://t.co/8yjRd1Xo0i,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_588137,i had my Mac stolen any chance you'll can help me track it the mac has no internet connection tried locking it,order_shipping_issue,ESCALATE,"@258986 We hate to hear your Mac was stolen, but we'll provide all the info we can to help. While an internet connection is required to locate the Mac, you'll find more info on locating it using the following link: https://t.co/HZF9yw6v5b.",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2621233,You guys dont have any Indian Customer Care number?,other_general,ESCALATE,"@740642 Thanks for reaching out, we're happy to speak to you in regard to this question. You may find the direct contact number here: https://t.co/1OxnSOXiWG Alternatively, we'd be happy to look into any issues you're having over Twitter.",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2804443,explain why I pay 300$ a month for my phone and this shit doesn’t work!!,other_general,ESCALATE,@782227 We want you to have a working phone. Let's look into what's going on together. DM us exactly what's going on with your device.,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_629743,"you’re pants. Sent from my rubbish iPhone because the ‘new’ iPad you gave to me today to replace the broken 1 year and 5 days old one, doesn’t work either. Thanks, that’s all. #samsunghereIcome",other_general,ESCALATE,@269187 This is not the experience we want you to have. Please meet us in DM and we'll take a further look at this with you. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2012120,Bon bah maintenant #macOSHighSierra redémarre tout seul et aucun de message d'erreur critique 🤔 @115858 @AppleSupport,other_general,ESCALATE,@594973 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1023850,My bf has been having trouble with his new IPhone 8 plus... been on the phone with @AppleSupport to be hung up on 3 times. #teamandroid,other_general,ESCALATE,@362285 That's not the experience we want him to have. We want to hear more about this. DM us what's going on to get started. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_188435,has terrible service and hires rude ass people to text you for tech “support”,other_general,ESCALATE,@160219 That's not the experience we want you to have. Send us a DM and let us know what happened. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1967604,Updated my iPhone and my Hotspot still won’t work anymore. @AppleSupport Growing tired of these issues with iPhones.,software_update_issue,AUTO_HANDLE,@248428 Let's work through the issues with your Hotspot together. DM us with what type of iPhone you're using to begin. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_506527,5 pairs of broken @118845 and give up. Absolutely shite,other_general,ESCALATE,@236225 We're here to help. Please meet with us in DM. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1093354,"So #Maps went from working this morning to not working now.. Any suggestions? You know, besides delete & use #GoogleMaps smh*😐",other_general,ESCALATE,@378032 Thanks for reaching out. Are you unable to open Maps? Or are you facing a different conflict? Does that persist after restarting?,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_450406,Why does sometimes Hey siri go off when i am watching Youtube?,other_general,ESCALATE,"@221765 Thanks for reaching out. If you're noticing Siri is being triggered accidentally, we'd recommend setting it up again. Check here for more info: https://t.co/vDsPkLKaYM",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1701943,can y’all fix my I️,other_general,ESCALATE,@516018 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1525189,i have the iPad Air 1 in my movies section i have some movies showing up in 4k can i still watch them on my iPad Air 1?,device_how_to,AUTO_HANDLE,"@461656 We're happy to look into this with you. Is the movie going to be synced over from a computer, or downloaded directly on the iPad?",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1933025,Man if my phone freezes one more mfn time today it’s gon be a problem @115858,other_general,ESCALATE,@575217 We'd like to look into this with you! Join us in DM with the current version of iOS installed on your device. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1745511,I️ I️ I️ I️ I️ I️.... Fix this shit @AppleSupport 😒,other_general,ESCALATE,@526312 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_1541107,What @115858 and @AppleSupport is doing to my text when I type I️ is infuriating,other_general,ESCALATE,@477610 Let us help you with this. DM us here so we can better assist you: https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2787830,"Hi can you help, this error message is all over my Apple Music, it’s only happened since I updated to IOS11.1.2 last night ☹️can’t download or see new music! https://t.co/4Up6wLUKx8",subscription_services,AUTO_HANDLE,"@778262 We want you to be able to enjoy your music. Let's work together to see what's going on. First, does this happen even after a restart? What about while connected to cellular data?",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_569290,okay y’all need to fix the damn I️**** it’s so annoying,other_general,ESCALATE,"@253597 Thanks for reaching out to us for support. We would love to help you. When you have a free moment, can you please tell us which version of iOS you are currently running?",human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
conv_2807602,I AM LITERALLY SO MAD THAT MY WIFI KEEPS TURNING ON AFTER IVE INTENTIONALLY TURNED IT OFF 😭😭😭,other_general,ESCALATE,@783014 We’d like to figure out why this is happening too. Does this happen when you turn off Wi-Fi by going to Settings > Wi-Fi? DM us and let us know. https://t.co/GDrqU22YpT,human_reviewed,reviewed,Human reviewed: intent and expected action verified/corrected.
